estacion|nombre|categoria|tecnologia|estado|departamento|municipio|fecha_instalacion|fecha_suspension|area_operativa|corriente|area_hidrografica|zona_hidrografica|subzona_hidrografica|entidad|longitud|latitud
14015060|ISLAS DEL ROSARIO|Climatica Principal|Convencional|Suspendida|Bolivar|Cartagena De Indias|15/12/1983|15/08/1996|Area Operativa 02 - Atl�ntico-Bolivar-Sucre|Cno Caribona|Caribe|Sin�|Bajo Sin�|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.75|10.18333333
14015070|ISLA DEL TESORO|Meteorologica Especial|Convencional|Suspendida|Bolivar|Cartagena De Indias|15/03/1985|15/10/1990|Area Operativa 02 - Atl�ntico-Bolivar-Sucre|Mar Caribe|Caribe|Sin�|Bajo Sin�|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.75|10.23333333
25020350|GUARANDA|Pluviometrica|Convencional|Activa|Bolivar|Ach�|15/08/1966||Area Operativa 01 - Antioquia-Choco|Mar Caribe|Magdalena Cauca|Bajo Magdalena- Cauca -San Jorge|Bajo San Jorge - La Mojana|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.54166667|8.49277778
32077100|PE�AS BLANCAS|Limnigrafica|Convencional|Activa|Meta|San Juan De Arama|14/12/1983||Area Operativa 03 - Meta-Guaviare-Guainia|Guejar|Orinoco|Guaviare|R�o Guejar|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.89283333|3.25161111
25027260|BUENAVISTA|Limnimetrica|Convencional|Suspendida|Bolivar|Ach�|14/04/1967|21/01/2019|Area Operativa 02 - Atl�ntico-Bolivar-Sucre|Cauca|Magdalena Cauca|Cauca|Directos Bajo Cauca - Cga La Raya entre r�o Nech�|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.55|8.56666667
35017070|RANCHO ALEGRE|Limnimetrica|Convencional|En Mantenimiento|Meta|Castilla La Nueva|14/05/1979||Area Operativa 03 - Meta-Guaviare-Guainia|Orotoy|Orinoco|Meta|Rio Metica (Guamal - Humadea)|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.54061111|3.86363889
32075030|VISTA HERMOSA|Climatica Ordinaria|Convencional|Suspendida|Meta|Vistahermosa|14/04/1969|22/02/2019|Area Operativa 03 - Meta-Guaviare-Guainia|0|Orinoco|Guaviare|R�o Ariari|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.75402778|3.12038889
47015070|PUERTO UMBRIA|Climatica Ordinaria|Convencional|Activa|Putumayo|Villagarz�n|14/04/1983||Area Operativa 07 - Nariño-Putumayo|0|Amazonas|Putumayo|Alto R�o Putumayo|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-76.57044444|0.83897222
53115010|AEROPUERTO BUENAVENTUR|Pluviometrica|Convencional|Activa|Valle del Cauca|Buenaventura|14/01/1946||Area Operativa 09 - Cauca-Valle-Caldas|0|Pacifico|Tapaje - Dagua - Directos|Dagua - Buenaventura - Bahia M�laga|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-76.99238889|3.82011111
23147030|TENERIFE DELICIAS|Limnimetrica|Convencional|Suspendida|Santander|Barrancabermeja|15/08/1974|15/08/1993|Area Operativa 08 - Santanderes-Arauca|Oponcito|Magdalena Cauca|Medio Magdalena|R�o Op�n|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.76666667|6.86666667
47087010|ARICA - R. PUTUMAYO|Pluviometrica|Convencional|Activa|Amazonas|Puerto Arica|14/05/1986||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Putumayo|Amazonas|Putumayo|R�o Putumayo Bajo|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-71.75222222|-2.14688889
35097090|LA REVENTONERA|Limnigrafica|Convencional|Activa|Casanare|Sabanalarga (Casanare)|14/03/1981||Area Operativa 03 - Meta-Guaviare-Guainia|Upia|Orinoco|Meta|R�o Up�a|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.04761111|4.90497222
35037100|PUENTE ABADIA - AUT|Limnigrafica|Automatica con Telemetria|Activa|Meta|Villavicencio|14/04/1968||Area Operativa 03 - Meta-Guaviare-Guainia|Guatiquia|Orinoco|Meta|R�o Guatiqu�a|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.63536111|4.23533333
38027020|PUERTO Nariño|Limnigrafica|Convencional|Activa|Vichada|Cumaribo|14/02/1984||Area Operativa 03 - Meta-Guaviare-Guainia|Orinoco|Orinoco|Orinoco Directos|R�o Tuparro|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-67.83416667|4.95686111
26197020|BRASILIA|Limnigrafica|Automatica con Telemetria|Activa|Antioquia|Ciudad Bolivar|14/09/1970||Area Operativa 01 - Antioquia-Choco|Bolivar|Magdalena Cauca|Cauca|R�o San Juan|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.93533333|5.82544444
12017010|CHIGORODO|Limnimetrica|Automatica con Telemetria|Activa|Antioquia|Chigorod�|14/10/1976||Area Operativa 01 - Antioquia-Choco|Chigorodo|Caribe|Caribe - Litoral|R�o Le�n|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-76.68391667|7.67305556
26247050|LAS CAMELIAS - AUT|Limnigrafica|Automatica con Telemetria|Activa|Antioquia|Taraz�|14/05/1973||Area Operativa 01 - Antioquia-Choco|Taraza|Magdalena Cauca|Cauca|R�o Taraza - R�o Man|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.42005556|7.58252778
12025040|TURBO - AUT|Climatica Ordinaria|Automatica con Telemetria|Activa|Antioquia|Turbo|14/04/1984||Area Operativa 01 - Antioquia-Choco|0|Caribe|Caribe - Litoral|R�o Mulatos y otros directos al Caribe|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-76.71633333|8.09180556
21085040|TERPEYA COLOMBIA|Climatica Ordinaria|Convencional|En Mantenimiento|Huila|�quira|14/11/1990||Area Operativa 04 - Huila-Caqueta|0|Magdalena Cauca|Alto Magdalena|R�o Yaguar� y R�o Iquira|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.66555556|2.66280556
23065060|SANTA TERESA|Climatica Ordinaria|Convencional|En Mantenimiento|Cundinamarca|Guayabal De S�quima|14/12/1988||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|0|Magdalena Cauca|Medio Magdalena|R�o Negro|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.46169444|4.84216667
23065100|SABANETA|Climatica Ordinaria|Convencional|En Mantenimiento|Cundinamarca|La Vega|14/08/1986||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|0|Magdalena Cauca|Medio Magdalena|R�o Negro|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.30738889|4.90175
24067020|PUENTE SOGAMOSO - AUT|Limnimetrica|Automatica con Telemetria|Activa|Santander|Puerto Wilches|14/08/1992||Area Operativa 08 - Santanderes-Arauca|Sogamoso|Magdalena Cauca|Sogamoso|R�o Sogamoso|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.7875|7.24416667
21105030|ALGECIRAS - AUT|Climatica Ordinaria|Automatica con Telemetria|Activa|Huila|Algeciras|14/04/1971||Area Operativa 04 - Huila-Caqueta|0|Magdalena Cauca|Alto Magdalena|Rio Neiva|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.32225|2.52169444
21015030|PARQUE ARQUEOLOGICO - AUT|Climatica Principal|Automatica con Telemetria|Activa|Huila|San Agustin|14/06/1971||Area Operativa 04 - Huila-Caqueta|0|Magdalena Cauca|Alto Magdalena|Alto Magdalena|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-76.29497222|1.88847222
47017110|MONOPAMBA  - AUT|Limnigrafica|Automatica con Telemetria|Activa|Nariño|Puerres|14/05/1980||Area Operativa 07 - Nariño-Putumayo|Sucio|Amazonas|Putumayo|Alto R�o Putumayo|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-77.30694444|0.80777778
15065040|LA PAULINA - AUT|Climatica Principal|Automatica con Telemetria|Activa|La Guajira|Fonseca|14/09/1966||Area Operativa 05 - Magdalena-Cesar-Guajira|0|Caribe|Caribe - Guajira|R�o Rancher�a|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-72.82847222|10.89813889
21197030|LA PLAYA - AUT|Limnigrafica|Automatica con Telemetria|Activa|Tolima|Icononzo|14/12/1958||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Sumapaz|Magdalena Cauca|Alto Magdalena|R�o Sumapaz|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.50072222|4.19225
26155150|LAS BRISAS - AUT|Climatica Principal|Automatica con Telemetria|Activa|Caldas|Villamaria|14/10/1981||Area Operativa 09 - Cauca-Valle-Caldas|0|Magdalena Cauca|Medio Magdalena|R�o Gual�|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.35038889|4.93452778
21205660|MERCEDES - AUT|Climatica Ordinaria|Automatica con Telemetria|Activa|Cundinamarca|Anapoima|14/09/1970||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|0|Magdalena Cauca|Alto Magdalena|R�o Bogota|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.52661111|4.58188889
15017030|MINCA  - AUT|Limnigrafica|Automatica con Telemetria|Activa|Magdalena|Santa Marta|14/05/1965||Area Operativa 05 - Magdalena-Cesar-Guajira|Gaira|Caribe|Caribe - Guajira|R�o  Piedras - R�o Manzanares|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.12291667|11.15891667
21117110|MOTILON  - AUT|Limnimetrica|Automatica con Telemetria|Suspendida|Huila|Rivera|14/06/1983|23/05/2019|Area Operativa 04 - Huila-Caqueta|Motilon|Magdalena Cauca|Alto Magdalena|Rio Fortalecillas y otros|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.08555556|2.80558333
21227010|PIEDRAS  - AUT|Limnigrafica|Automatica con Telemetria|Activa|Tolima|Piedras|14/03/1972||Area Operativa 10 - Tolima|Opia|Magdalena Cauca|Alto Magdalena|R�o Op�a|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.88053056|4.535225
23125140|AEROPUERTO FURATENA  - AUT|Climatica Ordinaria|Automatica con Telemetria|Activa|Boyaca|Qu�pama|14/05/1991||Area Operativa 06 - Boyaca-Casanare-Vichada|0|Magdalena Cauca|Medio Magdalena|R�o Carare (Minero)|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.18241667|5.52083333
21237020|ARRANCAPLUMAS  - AUT|Limnigrafica|Automatica con Telemetria|Activa|Cundinamarca|Guaduas|14/01/1934||Area Operativa 10 - Tolima|Magdalena|Magdalena Cauca|Alto Magdalena|R�o Seco y otros Directos al Magdalena|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.72761111|5.20241667
23157030|BARRANCABERMEJA  - AUT|Limnigrafica|Automatica con Telemetria|Activa|Santander|Barrancabermeja|14/06/1936||Area Operativa 08 - Santanderes-Arauca|Magdalena|Magdalena Cauca|Medio Magdalena|R�o Op�n|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.876|7.06019444
23087160|CARAMANTA  - AUT|Limnigrafica|Automatica con Telemetria|Activa|Antioquia|San Roque|14/07/1973||Area Operativa 01 - Antioquia-Choco|Nus|Magdalena Cauca|Medio Magdalena|R�o Nare|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.86516667|6.50733333
21147030|CARRASPOSO  - AUT|Limnigrafica|Automatica con Telemetria|Activa|Huila|Colombia|14/02/1972||Area Operativa 04 - Huila-Caqueta|Cabrera|Magdalena Cauca|Alto Magdalena|R�o Cabrera|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.86691667|3.32752778
23205030|SANTA ROSA D SIMITI|Climatica Ordinaria|Convencional|Activa|Bolivar|Santa Rosa Del Sur|15/10/1974||Area Operativa 08 - Santanderes-Arauca|El Zulia|Magdalena Cauca|Medio Magdalena|Directos al Magdalena (Brazo Morales)|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.05916667|7.96527778
13015020|TUCURA|Climatica Ordinaria|Convencional|Suspendida|Cordoba|Tierralta|15/11/1991|15/10/1996|Area Operativa 02 - Atl�ntico-Bolivar-Sucre|El Zulia|Caribe|Sin�|Alto Sin� - Urr�|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-76.25|7.96666667
23187120|BADILLO|Limnimetrica|Convencional|Activa|Santander|Puerto Wilches|15/08/1974||Area Operativa 08 - Santanderes-Arauca|Magdalena|Magdalena Cauca|Medio Magdalena|R�o Lebrija y otros directos al Magdalena|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.85675|7.97561111
35070130|QUEBRADA HONDA|Pluviometrica|Convencional|Activa|Boyaca|Macanal|15/10/1957||Area Operativa 06 - Boyaca-Casanare-Vichada|Magdalena|Orinoco|Meta|R�o Garagoa|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.30797222|4.95025
35070470|ESCUELA LOS MOLINOS|Pluviometrica|Convencional|Activa|Boyaca|Almeida|15/08/1982||Area Operativa 06 - Boyaca-Casanare-Vichada|Magdalena|Orinoco|Meta|R�o Garagoa|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.41016667|4.95041667
26150150|PAPAYAL|Pluviometrica|Convencional|Activa|Caldas|Villamaria|15/09/1970||Area Operativa 09 - Cauca-Valle-Caldas|Magdalena|Magdalena Cauca|Cauca|R�o Chinchin�|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.48972222|4.95166667
35070490|HATO GRANDE HACIENDA|Pluviometrica|Convencional|Activa|Cundinamarca|Manta|15/07/1982||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Orinoco|Orinoco|Meta|R�o Garagoa|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.58436111|4.95938889
13015030|CAMPO BELLO|Climatica Principal|Convencional|Suspendida|Cordoba|Tierralta|15/12/1996|31/03/2008|Area Operativa 02 - Atl�ntico-Bolivar-Sucre|Magdalena|Caribe|Sin�|Alto Sin� - Urr�|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-76.23333333|7.98333333
25028040|INSP FLUVIAL CAUCA|Limnimetrica|Convencional|Suspendida|Antioquia|Caucasia|15/11/1992|15/05/2002|Area Operativa 01 - Antioquia-Choco|Cauca|Magdalena Cauca|Bajo Magdalena- Cauca -San Jorge|Bajo San Jorge - La Mojana|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.2|7.98333333
26255040|CACAOTERAS DEL DIQ|Climatica Principal|Convencional|Suspendida|Antioquia|Caucasia|15/08/1968|10/12/2008|Area Operativa 01 - Antioquia-Choco|Cauca|Magdalena Cauca|Cauca|Directos al Cauca entre Pto Valdivia y R�o Nech�|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.11666667|7.98333333
35075050|MARTOTA|Meteorologica Especial|Convencional|Suspendida|Boyaca|Somondoco|15/02/1989|15/06/1996|Area Operativa 06 - Boyaca-Casanare-Vichada|Magdalena|Orinoco|Meta|R�o Garagoa|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.43333333|4.95
26130200|RECUERDO EL|Pluviometrica|Convencional|Activa|RIsaralda|Marsella|15/09/1970||Area Operativa 09 - Cauca-Valle-Caldas|Orinoco|Magdalena Cauca|Cauca|R�o Ot�n y otros directos al Cauca|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.74166667|4.96241667
35070260|ALMEIDA|Pluviografica|Convencional|Activa|Boyaca|Almeida|15/01/1959||Area Operativa 06 - Boyaca-Casanare-Vichada|Lagunilla|Orinoco|Meta|R�o Garagoa|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.37986111|4.97083333
26110120|VILLA NUEVA|Pluviometrica|Convencional|Activa|Valle del Cauca|El �guila|15/09/1970||Area Operativa 09 - Cauca-Valle-Caldas|Lagunilla|Magdalena Cauca|Cauca|Rios Pescador - RUT - Chanco - Catarina y Ca�averal|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-76.03852778|4.97108333
23060290|SILENCIO EL|Pluviometrica|Convencional|Activa|Cundinamarca|Sasaima|15/03/1986||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Lagunilla|Magdalena Cauca|Medio Magdalena|R�o Negro|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.41205556|4.97316667
35075040|INSTITUCION AGRICOLA MACANAL|Climatica Principal|Convencional|Activa|Boyaca|Macanal|15/07/1982||Area Operativa 06 - Boyaca-Casanare-Vichada|Lagunilla|Orinoco|Meta|R�o Garagoa|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.31675|4.97436111
35070110|GUAYATA LA GRANJA|Pluviografica|Convencional|Activa|Boyaca|Guayat�|15/07/1971||Area Operativa 06 - Boyaca-Casanare-Vichada|Lagunilla|Orinoco|Meta|R�o Garagoa|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.49930556|4.97608333
21201050|LOURDES|Pluviometrica|Convencional|Activa|Cundinamarca|Gachancip�|15/03/1985||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Lagunilla|Magdalena Cauca|Alto Magdalena|R�o Bogota|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.86466667|4.98288889
35070120|MACANAL|Pluviometrica|Convencional|Suspendida|Boyaca|Macanal|15/07/1957|15/08/2003|Area Operativa 06 - Boyaca-Casanare-Vichada|Lagunilla|Orinoco|Meta|R�o Garagoa|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.31666667|4.96666667
21206450|TERMOZIPA|Climatica Principal|Convencional|Suspendida|Cundinamarca|Tocancip�|15/05/1992|15/01/1996|Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Lagunilla|Magdalena Cauca|Alto Magdalena|R�o Bogota|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.93333333|4.98333333
25025330|COLEGIO AGROPECUARIO PAILITAS  - AUT|Climatica Principal|Automatica con Telemetria|Activa|Cesar|Pailitas|14/09/1987||Area Operativa 05 - Magdalena-Cesar-Guajira|0|Magdalena Cauca|Cesar|Bajo Cesar|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.63008333|8.95422222
35070100|SOMONDOCO|Pluviometrica|Convencional|Activa|Boyaca|Somondoco|15/03/1962||Area Operativa 06 - Boyaca-Casanare-Vichada|Somondoco|Orinoco|Meta|R�o Garagoa|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.43305556|4.98347222
21230120|BELLEZA LA|Pluviometrica|Convencional|Activa|Cundinamarca|Chaguan�|15/12/1986||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Somondoco|Magdalena Cauca|Alto Magdalena|R�o Seco y otros Directos al Magdalena|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.58111111|4.98538889
24010810|GACHANTIVA|Pluviometrica|Convencional|Activa|Boyaca|Gachantiv�|15/08/1980||Area Operativa 06 - Boyaca-Casanare-Vichada|Canal Principal|Magdalena Cauca|Sogamoso|R�o Su�rez|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.54891667|5.75080556
26190090|BETANIA-LAS GUACAS|Pluviometrica|Convencional|Activa|Antioquia|Betania|15/10/1970||Area Operativa 01 - Antioquia-Choco|Canal Principal|Magdalena Cauca|Cauca|R�o San Juan|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.97552778|5.755
24030940|SENA|Pluviografica|Convencional|Activa|Boyaca|Sogamoso|15/04/1981||Area Operativa 06 - Boyaca-Casanare-Vichada|Canal Principal|Magdalena Cauca|Sogamoso|R�o Chicamocha|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-72.90788889|5.75605556
11020050|PINON EL|Pluviometrica|Convencional|Activa|Choco|El Carmen (Choco)|15/10/1958||Area Operativa 01 - Antioquia-Choco|Canal Principal|Caribe|Atrato - Dari�n|Alto Atrato|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-76.25086111|5.75766667
23060150|PUERTO LIBRE|Pluviometrica|Convencional|Activa|Cundinamarca|Puerto Salgar|15/08/1974||Area Operativa 10 - Tolima|Canal Principal|Magdalena Cauca|Medio Magdalena|R�o Negro|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.62733333|5.75827778
23125060|ALBANIA|Climatica Ordinaria|Convencional|Activa|Santander|Albania (Santander)|15/03/1974||Area Operativa 08 - Santanderes-Arauca|Canal Principal|Magdalena Cauca|Medio Magdalena|R�o Carare (Minero)|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.91333333|5.75833333
24030560|MONGUA|Pluviometrica|Convencional|Activa|Boyaca|Mongua|15/04/1971||Area Operativa 06 - Boyaca-Casanare-Vichada|Canal Principal|Magdalena Cauca|Sogamoso|R�o Chicamocha|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-72.7945|5.75838889
35070460|VOLADOR EL|Pluviometrica|Convencional|Suspendida|Boyaca|Macanal|15/06/1968|15/02/2002|Area Operativa 06 - Boyaca-Casanare-Vichada|Somondoco|Orinoco|Meta|R�o Garagoa|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.35|4.98333333
24037460|CAMBULOS LOS|Limnimetrica|Convencional|Suspendida|Boyaca|Sogamoso|15/10/1969|15/02/2002|Area Operativa 06 - Boyaca-Casanare-Vichada|Canal Principal|Magdalena Cauca|Sogamoso|R�o Chicamocha|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-72.93333333|5.75
24010630|ARCABUCO|Pluviometrica|Convencional|Activa|Boyaca|Arcabuco|15/02/1974||Area Operativa 06 - Boyaca-Casanare-Vichada|Chicamocha|Magdalena Cauca|Sogamoso|R�o Su�rez|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.44413889|5.76058333
11047010|BELEN|Limnigrafica|Convencional|Activa|Choco|Quibd�|15/12/1965||Area Operativa 01 - Antioquia-Choco|Atrato|Caribe|Atrato - Dari�n|R�o Cabi y otros Directos Atrato (md)|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-76.66966667|5.76483333
23067020|COLORADOS  - AUT|Limnigrafica|Automatica con Telemetria|Activa|Cundinamarca|Puerto Salgar|14/02/1952||Area Operativa 10 - Tolima|Negro|Magdalena Cauca|Medio Magdalena|R�o Negro|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.59338889|5.4695
24037320|LA SIBERIA|Limnigrafica|Convencional|Activa|Boyaca|Paipa|15/04/1971||Area Operativa 06 - Boyaca-Casanare-Vichada|Chicamocha|Magdalena Cauca|Sogamoso|R�o Chicamocha|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.10872222|5.76673333
24030790|NOBSA|Pluviometrica|Convencional|Activa|Boyaca|Nobsa|15/02/1964||Area Operativa 06 - Boyaca-Casanare-Vichada|Chicamocha|Magdalena Cauca|Sogamoso|R�o Chicamocha|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-72.94025|5.77341667
24035150|BELENCITO|Climatica Principal|Convencional|Activa|Boyaca|Nobsa|15/02/1967||Area Operativa 06 - Boyaca-Casanare-Vichada|Chicamocha|Magdalena Cauca|Sogamoso|R�o Chicamocha|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-72.89430556|5.78158333
24030640|NIMICIA ESCUELA RURAL|Pluviometrica|Convencional|Activa|Boyaca|G�meza|15/06/1974||Area Operativa 06 - Boyaca-Casanare-Vichada|Chicamocha|Magdalena Cauca|Sogamoso|R�o Chicamocha|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-72.76980556|5.78236111
15060080|CANAVERALES|Pluviometrica|Convencional|Activa|La Guajira|San Juan Del Cesar|15/08/1963||Area Operativa 05 - Magdalena-Cesar-Guajira|Cno Mono|Caribe|Caribe - Guajira|R�o Rancher�a|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-72.84522222|10.75777778
29067050|CANAL FLORIDA|Limnigrafica|Convencional|Activa|Magdalena|Zona Bananera|15/05/1965||Area Operativa 05 - Magdalena-Cesar-Guajira|Sevilla|Magdalena Cauca|Bajo Magdalena|Cga Grande de Santa Marta|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.10663889|10.75886111
11020020|GUADUAS|Pluviometrica|Convencional|Suspendida|Choco|El Carmen (Choco)|15/03/1977|15/04/2002|Area Operativa 01 - Antioquia-Choco|Atrato|Caribe|Atrato - Dari�n|Alto Atrato|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-76.18333333|5.76666667
29067160|PUENTE SEVILLA  - AUT|Limnigrafica|Automatica con Telemetria|Activa|Magdalena|Ci�naga|14/07/1982||Area Operativa 05 - Magdalena-Cesar-Guajira|Sevilla|Magdalena Cauca|Bajo Magdalena|Cga Grande de Santa Marta|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.02858333|10.79883333
